AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Label
0.634762704372406,2.90805721282959,1.6002246141433716,0.22902509570121765,0.8146369457244873,0.3328853249549866,8
1.1665748357772827,3.3728315830230713,3.2603042125701904,0.0063913981430232525,0.8881380558013916,0.30412402749061584,8
1.9812018871307373,3.9549219608306885,5.564723491668701,-0.14007814228534698,0.740070641040802,0.2668408751487732,8
3.0756514072418213,4.872499942779541,7.914632320404053,-0.2535254657268524,0.39440253376960754,0.18322007358074188,8
3.9357683658599854,5.847239017486572,10.870573997497559,-0.31584158539772034,0.044939517974853516,0.07296846061944962,8
4.786308288574219,6.630741596221924,13.958495140075684,-0.3190372884273529,-0.049333605915308,-0.060185667127370834,8
5.4881086349487305,7.018901348114014,16.629526138305664,-0.3195699155330658,-0.028561560437083244,-0.20772044360637665,8
5.717952251434326,7.576750755310059,18.569726943969727,-0.3419398069381714,0.05186353251338005,-0.3967992961406708,8
5.406705856323242,8.087015151977539,19.772214889526367,-0.45219141244888306,0.09553808718919754,-0.49799644947052,8
5.121496677398682,8.110957145690918,21.173721313476562,-0.5965304970741272,-0.024300629273056984,-0.5139749050140381,8
4.894047737121582,7.543231964111328,22.687456130981445,-0.6306179761886597,-0.20432500541210175,-0.45272403955459595,8
4.611232280731201,7.073968410491943,22.989423751831055,-0.5523233413696289,-0.3236311078071594,-0.32489606738090515,8
4.2544965744018555,7.366060733795166,22.028751373291016,-0.5352795720100403,-0.40778452157974243,-0.2780258059501648,8
4.012382984161377,7.54083776473999,20.01432991027832,-0.5347470045089722,-0.5292210578918457,-0.23115555942058563,8
3.7945103645324707,7.382820129394531,18.073827743530273,-0.9320788979530334,-1.4426584243774414,-0.11930610239505768,8
3.2148144245147705,6.977900981903076,16.730083465576172,-1.2170287370681763,-1.8421207666397095,-0.03621792420744896,8
2.5585038661956787,6.300042629241943,15.752650260925293,-1.4556409120559692,-2.0898540019989014,0.15712186694145203,8
2.5393502712249756,5.504868030548096,14.782400131225586,-1.5919907093048096,-2.1681487560272217,0.3499290347099304,8
3.02058482170105,4.766855716705322,13.632584571838379,-1.687861680984497,-2.1345937252044678,0.5582486987113953,8
3.380014181137085,4.12251615524292,12.228983879089355,-1.7304710149765015,-1.967818260192871,0.7281533479690552,8
3.6122517585754395,3.648164749145508,10.887332916259766,-1.7267427444458008,-1.7036404609680176,0.8581117987632751,8
3.7753567695617676,3.2124202251434326,9.864709854125977,-1.632469654083252,-1.331874132156372,0.9539827704429626,8
3.725078582763672,2.7859530448913574,9.083600997924805,-1.4529778957366943,-1.049587368965149,0.997657299041748,8
3.6074633598327637,2.3259668350219727,8.242937088012695,-1.2473878860473633,-0.895128607749939,1.0035160779953003,8
3.4566287994384766,2.1104888916015625,7.375637531280518,-0.8074466586112976,-0.8392038941383362,0.9774178862571716,8
3.250727415084839,1.8731635808944702,6.290465831756592,-0.5443340539932251,-0.9004548192024231,0.9294824004173279,8
3.058892011642456,1.6193782091140747,5.2771196365356445,-0.2146444469690323,-1.0447938442230225,0.8320135474205017,8
2.5055320262908936,1.413476824760437,4.505887508392334,0.050598569214344025,-1.2115027904510498,0.7345447540283203,8
1.6720505952835083,1.4805145263671875,3.880701780319214,0.38035476207733154,-1.4043099880218506,0.6269562244415283,8
0.5222352743148804,1.3724761009216309,3.0756514072418213,0.6839461922645569,-1.516692042350769,0.5742271542549133,8
-1.0396820306777954,-0.12210428714752197,1.8516157865524292,0.8959275484085083,-1.5316053628921509,0.5960644483566284,8
-2.8290486335754395,1.0899603366851807,1.676838994026184,1.1627683639526367,-1.208307147026062,0.775556206703186,8
-2.2661118507385254,2.1535844802856445,2.1080946922302246,1.3939239978790283,-1.178480625152588,0.9039167761802673,8
-1.2886791229248047,1.0660183429718018,2.1751322746276855,1.7598315477371216,-1.383538007736206,0.868231475353241,8
-0.7784148454666138,-0.2777273952960968,1.6481086015701294,2.1411850452423096,-1.59871506690979,0.7009899020195007,8
-0.5198410153388977,-0.43364977836608887,1.1162965297698975,2.5070924758911133,-1.7057709693908691,0.4671046733856201,8
-0.0694318488240242,0.10295066982507706,0.8215104341506958,2.8821210861206055,-1.9236111640930176,0.09959928691387177,8
0.4958990216255188,0.21787235140800476,0.6850409507751465,3.173995018005371,-2.2480411529541016,-0.31211328506469727,8
0.6251859068870544,-0.19871874153614044,0.4073135554790497,3.407280921936035,-2.62406849861145,-0.7920007705688477,8
-1.1665748357772827,-0.795174241065979,-0.9726444482803345,3.4903690814971924,-2.7822554111480713,-1.1744194030761719,8
-3.7107133865356445,-0.20350714027881622,-2.120065689086914,3.4051504135131836,-2.7572224140167236,-1.274551272392273,8
-4.779125690460205,0.43843817710876465,-2.4576480388641357,3.1345813274383545,-2.544708490371704,-1.2681598663330078,8
-4.460397720336914,0.4671685993671417,-2.117671489715576,2.3840579986572266,-1.753706455230713,-1.2915949821472168,8
-3.828029155731201,0.5413888692855835,-1.9812018871307373,2.18113112449646,-1.5321379899978638,-1.3107692003250122,8
-2.2685060501098633,0.6275801062583923,-1.5427637100219727,1.750244379043579,-1.0660985708236694,-1.3704222440719604,8
-0.5222352743148804,1.0995371341705322,-1.2551602125167847,1.1510508060455322,-0.7529200315475464,-1.4769456386566162,8
3.451840400695801,1.3221979141235352,0.8191162347793579,0.7132400870323181,-0.4205673038959503,-1.8849964141845703,8
4.51067590713501,3.1956608295440674,2.8889036178588867,0.4298880994319916,-0.434415340423584,-2.292980670928955,8
3.6361937522888184,5.207687854766846,4.963479518890381,0.25032976269721985,-0.511644721031189,-2.5198752880096436,8
1.9593547582626343,7.730278968811035,6.898892402648926,0.19760072231292725,-0.5164383053779602,-2.4453089237213135,8
1.8851345777511597,9.38556957244873,7.186495780944824,0.09054480493068695,-0.15745475888252258,-2.2162837982177734,8
2.4361002445220947,11.728296279907227,8.467991828918457,-0.19333979487419128,0.21963773667812347,-1.7459169626235962,8
3.9333741664886475,14.502278327941895,10.616787910461426,-1.2479205131530762,-0.27676084637641907,-0.3952014446258545,8
8.746018409729004,17.14218521118164,15.869965553283691,-1.3975857496261597,-0.5009924173355103,-0.2332860380411148,8
15.3453369140625,18.924367904663086,22.306777954101562,-1.3975857496261597,-0.5009924173355103,-0.2332860380411148,8
20.452468872070312,18.251298904418945,25.614965438842773,-2.2764694690704346,-2.919670581817627,0.44207170605659485,8
23.36800765991211,16.272491455078125,25.65327262878418,-1.9472459554672241,-1.7856634855270386,0.25938424468040466,8
23.1402587890625,14.468759536743164,24.03628921508789,-1.4417928457260132,-0.05892070010304451,0.11291470378637314,8
20.39261245727539,12.971485137939453,21.544822692871094,-0.5507254600524902,2.6959049701690674,0.018641578033566475,8
15.695189476013184,12.466010093688965,18.972251892089844,-0.06817491352558136,3.9262492656707764,0.0964035913348198,8
10.676643371582031,12.454038619995117,16.406566619873047,0.33714625239372253,4.47218132019043,0.4809527099132538,8
7.0931220054626465,11.943774223327637,13.946524620056152,0.40964868664741516,4.089230060577393,0.8325461745262146,8
5.28190803527832,11.0887451171875,11.60140323638916,0.3163742125034332,3.062877893447876,1.2682265043258667,8
4.726154327392578,10.43004035949707,9.864709854125977,0.1171756312251091,1.4788097143173218,1.6751455068588257,8
5.0161519050598145,10.056245803833008,8.614038467407227,0.02663082629442215,0.31823837757110596,1.8833985328674316,8
5.698798656463623,9.6896333694458,7.7661919593811035,0.035685304552316666,-0.3369465172290802,1.9835305213928223,8
6.721721172332764,8.96389102935791,7.2894463539123535,0.13581721484661102,-0.8977916836738586,2.002704620361328,8
7.737461566925049,8.010400772094727,6.85100793838501,0.13581721484661102,-0.8977916836738586,2.002704620361328,8
8.298004150390625,6.8342485427856445,6.32637882232666,0.34460288286209106,-1.0895336866378784,1.7124286890029907,8
8.159140586853027,5.71316385269165,5.55514669418335,0.44426873326301575,-0.9601078629493713,1.4226852655410767,8
7.5097126960754395,4.915595531463623,4.55616569519043,0.491671621799469,-0.7965945601463318,1.1025828123092651,8
6.640318393707275,4.311957359313965,3.6361937522888184,0.49646517634391785,-0.656516432762146,0.7707626819610596,8
5.674856662750244,3.4757823944091797,2.8936920166015625,0.5087153315544128,-0.518568754196167,0.3712337017059326,8
4.757278919219971,2.428917646408081,2.139219284057617,0.5433354377746582,-0.40671929717063904,0.049533337354660034,8
3.7322611808776855,1.5260043144226074,1.4948797225952148,0.5944666266441345,-0.34014222025871277,-0.2348838746547699,8
2.61357045173645,0.8529343605041504,0.8601169586181641,0.6445325613021851,-0.32948988676071167,-0.4276910722255707,8
1.5643115043640137,0.2876034677028656,0.36661213636398315,0.7260228991508484,-0.3497293293476105,-0.6806839108467102,8
0.7448959946632385,-0.21547815203666687,0.11013327538967133,0.8320135474205017,-0.41577377915382385,-0.8953283429145813,8
0.38815996050834656,-0.8649053573608398,-0.21547815203666687,0.9390695095062256,-0.5702325701713562,-1.1547125577926636,8
-0.9678560495376587,-1.2120646238327026,-0.512658417224884,1.0615712404251099,-0.7396045923233032,-1.38853120803833,8
-1.7223289012908936,-1.391629695892334,-0.8888474106788635,1.14519202709198,-0.9079114198684692,-1.564294695854187,8
-2.455253839492798,-1.7414824962615967,-1.2336124181747437,1.2304106950759888,-1.1582411527633667,-1.7832000255584717,8
-2.8697500228881836,-2.230198860168457,-1.4876971244812012,1.2639656066894531,-1.2727537155151367,-1.8999096155166626,8
-3.181295394897461,-2.687790632247925,-1.820491075515747,1.2639656066894531,-1.3217544555664062,-2.0389225482940674,8
-3.6074633598327637,-2.9607295989990234,-2.2661118507385254,1.2005841732025146,-1.2589056491851807,-2.1220107078552246,8
-4.072237968444824,-3.0086138248443604,-2.6470892429351807,1.1132351160049438,-1.177947998046875,-2.157696008682251,8
-4.6950297355651855,-2.9415760040283203,-2.90805721282959,0.9763526320457458,-1.0591745376586914,-2.143315315246582,8
-5.423465251922607,-2.7141268253326416,-3.061286211013794,0.8336114287376404,-1.009108543395996,-2.0474443435668945,8
-6.106112003326416,-2.4815900325775146,-3.269881010055542,0.6408042311668396,-1.116697072982788,-1.7991786003112793,8
-6.3838396072387695,-2.273294448852539,-3.2531216144561768,0.5140414834022522,-1.275949478149414,-1.578142762184143,8
-6.625953197479248,-1.4110826253890991,-3.1693243980407715,0.3179720640182495,-1.5864648818969727,-1.1557778120040894,8
-5.464166641235352,-0.27054479718208313,-2.4025814533233643,0.1821548491716385,-1.9225459098815918,-0.8271534442901611,8
-3.229179620742798,1.1976994276046753,-1.324592113494873,0.0953383520245552,-2.2485737800598145,-0.5933347940444946,8
-1.0899603366851807,3.4781765937805176,-0.21787235140800476,0.023967742919921875,-2.483457565307617,-0.418103963136673,8
0.2828150689601898,7.004237174987793,0.4887164235115051,-0.20772044360637665,-2.572937250137329,-0.1278279572725296,8
1.128267526626587,11.385625839233398,0.8215104341506958,-0.6215634942054749,-2.432326555252075,0.2753627300262451,8
1.8109142780303955,16.267702102661133,1.63613760471344,-1.6266108751296997,-1.6604984998703003,1.2495849132537842,8
4.771644115447998,21.669620513916016,3.0708630084991455,-2.532125473022461,-0.7918010354042053,2.0618250370025635,8
13.589488983154297,25.672426223754883,6.853402137756348,-4.012799263000488,0.563774585723877,2.9273934364318848,8
26.163536071777344,27.75867462158203,13.800477981567383,-4.759594440460205,1.3131660223007202,2.9241979122161865,8
37.38396453857422,27.27025604248047,22.862531661987305,-4.98755407333374,1.6045072078704834,2.7297263145446777,8
43.27669143676758,25.317785263061523,31.253908157348633,-4.98755407333374,1.6045072078704834,2.7297263145446777,8
40.028358459472656,23.288700103759766,35.08882141113281,-3.3353111743927,2.5477709770202637,-0.7030537724494934,8
30.503925323486328,21.501726150512695,34.16914749145508,-2.3371877670288086,2.578662872314453,-1.2708230018615723,8
20.18671226501465,19.48012351989746,32.322322845458984,-0.7222279906272888,2.3853230476379395,-1.3752158880233765,8
12.056302070617676,17.340904235839844,29.54833984375,0.6887397170066833,2.068948745727539,-0.9874709844589233,8
7.296628952026367,15.230414390563965,25.35609245300293,1.9771391153335571,1.5251474380493164,-0.4228975176811218,8
5.291484832763672,13.405135154724121,20.349517822265625,2.824598550796509,0.9722914695739746,0.0159784946590662,8
5.291484832763672,11.740267753601074,15.429133415222168,3.7193942070007324,0.22176820039749146,0.4713656008243561,8
6.244976043701172,10.09934139251709,11.280281066894531,4.193422794342041,-0.1334870159626007,0.6013906002044678,8
6.999448776245117,8.54460620880127,7.504924297332764,4.42617654800415,-0.24959741532802582,0.5449332594871521,8
7.0931220054626465,6.788758754730225,4.16800594329834,4.38409948348999,-0.016843996942043304,0.13368675112724304,8
6.795941352844238,5.159803867340088,1.4446014165878296,4.38409948348999,-0.016843996942043304,0.13368675112724304,8
5.952883243560791,3.401561975479126,-0.7832032442092896,4.245086669921875,0.1104513481259346,-0.0745663121342659,8
4.683058738708496,1.5212159156799316,-2.687790632247925,3.9526803493499756,0.23508360981941223,-0.353124737739563,8
3.034950017929077,-0.39055415987968445,-4.350264549255371,3.633110284805298,0.25638827681541443,-0.5091813802719116,8
1.1306617259979248,-1.6912041902542114,-5.746682643890381,3.3444321155548096,0.20046353340148926,-0.5874760150909424,8
-0.37140053510665894,-2.7835588455200195,-6.640318393707275,2.8863821029663086,-0.00991998240351677,-0.6508573889732361,8
-1.5475521087646484,-3.856759548187256,-7.346907138824463,2.4772660732269287,-0.24373863637447357,-0.675890326499939,8
-2.299630641937256,-4.5394062995910645,-7.205649375915527,2.1513047218322754,-0.4626440107822418,-0.6817491054534912,8
-2.8290486335754395,-4.898836135864258,-6.570886611938477,1.7438530921936035,-0.7140390276908875,-0.697727620601654,8
-3.061286211013794,-5.162198066711426,-5.988796234130859,1.4876644611358643,-0.8088447451591492,-0.7142387628555298,8
-3.2818520069122314,-5.521627902984619,-5.502473831176758,1.1909971237182617,-0.7965945601463318,-0.7398043274879456,8
-3.6676177978515625,-5.868786811828613,-5.176563262939453,0.8533182144165039,-0.633081316947937,-0.7477935552597046,8
-3.921403169631958,-6.23539924621582,-4.898836135864258,0.5886078476905823,-0.49193793535232544,-0.7430000305175781,8
-4.532223701477051,-6.367080211639404,-4.783914089202881,0.01810896210372448,-0.34120744466781616,-0.5464645624160767,8
-5.200505256652832,-6.388628005981445,-4.776731491088867,0.01810896210372448,-0.34120744466781616,-0.5464645624160767,8
-5.705981254577637,-6.314407825469971,-4.76924991607666,-0.19653549790382385,-0.3262941837310791,-0.402658075094223,8
-6.041468620300293,-6.108506202697754,-4.613626480102539,-0.40798425674438477,-0.326826810836792,-0.22742724418640137,8
-6.2976484298706055,-5.792172431945801,-4.381389141082764,-0.6561835408210754,-0.35185977816581726,0.032489608973264694,8
